,aveETAS,aveNN,true,NNLL,NNLLtemp,NNLLmark,ETASLL,ETASLLtemp,ETASLLmark
0,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
1,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
2,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
3,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
4,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
5,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
6,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
7,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
8,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
9,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
10,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
11,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
12,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
13,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
14,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
15,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
16,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
17,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
18,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
19,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
20,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
21,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
22,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
23,0.0,0.0,0.0,-0.4823244,5.725385794082472,0.018561704,-4.39737452683412,5.3056644584151655,-3.476767108517582
