,time,mw
0,12.950119814328703,4.503942947419683
1,13.397026220324074,4.202374211415581
2,34.68024985564815,4.2651795844128655
3,59.901827189224534,4.1674149770545466
4,270.05145849631947,4.550808030290988
5,419.0199449167361,4.034777806828387
6,492.2173602843866,4.633079911002671
7,555.9699703243172,4.492966960375494
8,572.8587101443982,4.796515263381631
9,629.7551222497107,4.696438862037934
10,738.136109819051,4.153957174545551
11,893.3432685704051,4.872372676254285
12,917.0395221878241,5.978626945281992
13,1026.7326968277778,4.087224261974556
14,1117.6195749249189,4.812094569614269
15,1242.2433933746875,4.133781296599814
16,1275.4015655538078,4.047449232576906
17,1296.9713087552084,4.007735375819336
18,1318.8095978970832,4.8032601207926895
19,1423.173050872882,5.155410165077804
20,1487.5886957388195,4.026144607717169
21,1491.3386916136458,4.461437002601873
22,1503.8126723163657,4.115796663283668
23,1643.8295030620834,4.2820089185989465
24,1686.3156942825926,4.29566806679096
25,1696.1030831198264,4.404589196451351
26,1723.0300121195833,4.03725264880785
27,1727.2632753565856,4.021585471146582
28,1727.8297118355904,4.757214696943706
29,1745.0459239480208,4.020548295472198
30,1764.6392439124652,5.321352429847824
31,1771.4426131985879,4.144710325709731
32,1782.7725816583566,4.716055472757046
33,1827.7404646359028,4.650821357970654
34,1834.4013551954629,4.655451072609419
35,1834.8760985373494,4.083206200992902
36,1835.7870374313427,6.3946654324836985
37,1839.1271311223495,4.695830594338564
38,1840.7223204343518,4.324685324987574
39,1840.7772930787385,4.78955379080235
40,1851.4244364981134,4.299136578009135
41,2071.6542168812616,4.621785572906861
42,2074.2498392412617,4.163388081328316
43,2078.403520594757,4.177757377379792
44,2153.833991898773,4.465661198599365
45,2345.8862238427664,4.29702682123301
46,2367.9670525497686,5.203064091040347
47,2384.096888757766,4.077290596644004
48,2436.015984737604,4.3884265252129175
49,2488.379423450324,4.4834285609304825
50,2495.85355996772,4.495354031856507
51,2555.580662848125,4.380301730967188
52,2567.7427591596643,4.469994606970134
53,2567.8184542410186,5.620207989397405
54,2568.2816042480094,4.004272225465679
55,2581.2514195289814,4.933535038335061
56,2602.135882216713,4.075578176931481
57,2626.868387069884,4.212942648133956
58,2632.6762859856017,4.542857511355768
59,2672.567865598993,4.467817191790897
60,2776.7999978047105,4.05373671930243
61,2786.549751001609,4.384437290631561
62,2788.8553641496064,4.329684299168527
63,2801.7381414107754,4.052566133968291
64,2818.944741542639,4.397179419422292
65,2853.7094755641206,4.007931628842597
66,2908.6222011189584,4.469054794754545
67,2915.146648077014,4.305294866421148
68,3024.031521856053,4.742673822798196
69,3060.0991558017013,4.470770361077895
70,3060.491082594699,4.650820258466039
71,3141.5683248229284,4.277960507540847
72,3156.065062725729,4.315066094615943
