,aveETAS,aveNN,true,NNLL,NNLLtemp,NNLLmark,ETASLL,ETASLLtemp,ETASLLmark
0,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
1,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
2,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
3,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
4,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
5,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
6,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
7,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
8,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
9,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
10,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
11,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
12,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
13,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
14,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
15,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
16,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
17,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
18,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
19,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
20,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
21,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
22,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
23,0.0,0.0,0.0,-2.463509,7.1486360072172825,-0.385104,-6.861595591714389,6.61201620470313,-4.246570647369791
