,aveETAS,aveNN,true,NNLL,NNLLtemp,NNLLmark,ETASLL,ETASLLtemp,ETASLLmark
0,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
1,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
2,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
3,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
4,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
5,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
6,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
7,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
8,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
9,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
10,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
11,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
12,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
13,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
14,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
15,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
16,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
17,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
18,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
19,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
20,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
21,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
22,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
23,0.0,0.0,0.0,-2.7997391,9.686665963442156,0.0217015,-6.957328285057077,9.004461097006306,-3.4536827219049218
