,aveETAS,aveNN,true,NNLL,NNLLtemp,NNLLmark,ETASLL,ETASLLtemp,ETASLLmark
0,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
1,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
2,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
3,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
4,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
5,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
6,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
7,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
8,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
9,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
10,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
11,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
12,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
13,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
14,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
15,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
16,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
17,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
18,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
19,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
20,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
21,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
22,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
23,0.0,0.0,0.0,0.4834985,2.288975880587518,-0.18734479,-2.5143579690808133,2.579164352639272,-3.475389744336151
