,times,mw
0,0.0,3.380987297860587
1,3.441979494988426,3.0082244308194115
2,12.950119814328703,4.503942947419683
3,13.397026220324074,4.202374211415581
4,13.556155685324073,3.794867424653864
5,25.13497906,3.1640130128536703
6,25.868286877997686,3.013195968959547
7,34.68024985564815,4.2651795844128655
8,35.632791730775466,3.2813335811577726
9,39.4691054334838,3.3194899137839995
10,40.41823690064815,3.354351610391476
11,59.901827189224534,4.1674149770545466
12,62.89421530841435,3.1367222404924524
13,63.76899343541667,3.9709698688154926
14,65.64634811633101,3.071112790911425
15,74.61217052643518,3.026096891657684
16,82.14553442049768,3.4395702633005985
17,85.10447699921296,3.657683139361591
18,89.2789256413426,3.078673671268315
19,89.99522984667824,3.1586081097272545
20,93.25114750902777,3.098394263617513
21,95.81154887318287,3.271881348407657
22,105.8318581483449,3.471683001143722
23,106.03368373034722,3.024963832774413
24,110.11865332600695,3.1191504475112417
25,117.45697053116898,3.0290080505472554
26,127.36419187538195,3.90180896774594
27,137.0103013527778,3.291687331004644
28,139.05150100760417,3.134895195577319
29,142.0983256838426,3.320913080475596
30,147.72527428319444,3.02213187825701
31,151.14730163847221,3.1266771663389017
32,169.66635019680555,3.177656753598065
33,171.8853473453935,3.0045187803196263
34,176.18712082552082,3.0495929334585923
35,179.35086553936344,3.480986130369656
36,208.9235920304398,3.0777284033508843
37,209.71396061685186,3.305043956889568
38,210.01045097449074,3.4100099076264927
39,210.0974134964815,3.318594145774486
40,212.86983870819444,3.1161735990146124
41,215.07328612119213,3.621340674050241
42,229.83525086125,3.3965767896127472
43,268.5983949969444,3.1567407595637
44,268.67964879532406,3.678425406549712
45,269.6563560653241,3.277898632666333
46,270.05145849631947,4.550808030290988
47,272.1814456385764,3.3093186772237893
48,274.50753676032406,3.1617991927709688
49,275.57392819694445,3.0997102310545204
50,277.5164124518287,3.117073638645138
51,277.9761191317477,3.280973741614035
52,288.61230768393517,3.15220953137625
53,292.94156547623845,3.361786422271875
54,294.42170994497684,3.707494493268011
55,295.26727617497687,3.9245844439610336
56,295.4895993719676,3.3235053797286
57,295.57278287797453,3.2175729144060563
58,296.0190901796412,3.371313718887762
59,297.5903320948148,3.119479406773337
60,297.6343286048148,3.070126899898974
61,299.00590162063656,3.273888417412694
62,308.0000115281944,3.09827256084074
63,308.6873412836574,3.505601124457076
64,312.1054245822338,3.236044440081301
65,316.0541014168403,3.0225913269470346
66,322.29314064196757,3.176295208372664
67,329.10961393709493,3.0040103709488166
68,336.30135800967594,3.0437465808895965
69,361.2877914806366,3.011477545406966
70,382.3264874731713,3.176347121029143
71,385.3242758545602,3.009672159284795
72,399.77980403341434,3.0901678180750998
73,414.76588921211805,3.049669953557052
74,419.0199449167361,4.034777806828387
75,421.78238319274305,3.1972136743285318
76,425.2925505474884,3.410865097220756
77,426.78248947707175,3.026575058999297
78,428.7419727598727,3.0348712297623064
79,428.92802837149304,3.620187331207852
80,429.2618491938657,3.256069891495174
81,439.7296555231018,3.000045019530067
82,445.7485268895949,3.64523096549368
83,448.63787339234955,3.008161062232519
84,454.7910444770949,3.293662200486541
85,469.9163379635301,3.142123211123091
86,480.8421793285185,3.0032287035238383
87,490.8962587827315,3.213886442136841
88,492.2173602843866,4.633079911002671
89,492.30800462837965,3.269718231443045
90,493.9735838139583,3.6544353767641775
91,499.71814467122687,3.0003021237504366
92,504.5104891645949,3.0995746731097364
93,505.3625909753935,3.218444803517244
94,509.4401671413773,3.8579646863033616
95,510.22527796009257,3.609133450306893
96,510.28582978108795,3.230438834510988
97,520.8051564691203,3.686384617601494
98,522.0676205002314,3.6020643232339
99,548.8835807604861,3.413545908432651
100,551.8829801416782,3.059994079786991
101,552.6004426713195,3.680906982710309
102,555.9699703243172,4.492966960375494
103,563.4623285118171,3.106616914927999
104,569.4631144148495,3.031832478512107
105,572.8587101443982,4.796515263381631
106,575.1516509338079,3.0208654335092824
107,576.0089623175463,3.1996948174688398
108,578.9596538043982,3.5447176201736053
